time,gFx,gFy,gFz,TgF
0.735963646,0.3423,1.1063,-0.0708,1.160
0.739031823,0.3457,1.1066,-0.0625,1.161
0.740647552,0.3494,1.1119,-0.0581,1.167
0.744556719,0.3516,1.1215,-0.0488,1.176
0.746905312,0.3555,1.1300,-0.0396,1.185
0.747884479,0.3604,1.1390,-0.0303,1.195
0.750691979,0.3672,1.1459,-0.0205,1.203
0.752706354,0.3736,1.1522,-0.0112,1.211
0.75523125,0.3809,1.1549,-0.0032,1.216
0.75741151,0.3860,1.1561,0.0039,1.219
0.759780885,0.3948,1.1571,0.0142,1.223
0.762180521,0.4004,1.1595,0.0225,1.227
0.764788177,0.4063,1.1627,0.0310,1.232
0.767594375,0.4107,1.1630,0.0415,1.234
0.769513541,0.4146,1.1654,0.0510,1.238
0.771624583,0.4195,1.1654,0.0603,1.240
0.773766979,0.4266,1.1686,0.0693,1.246
0.776369791,0.4317,1.1705,0.0781,1.250
0.778706146,0.4368,1.1725,0.0862,1.254
0.781895885,0.4385,1.1786,0.0908,1.261
0.784737396,0.4412,1.1822,0.0947,1.265
0.785863958,0.4454,1.1891,0.1008,1.274
0.788147812,0.4539,1.1949,0.1101,1.283
0.791832396,0.4607,1.1984,0.1238,1.290
0.793430937,0.4729,1.1979,0.1340,1.295
0.795848958,0.4847,1.1957,0.1436,1.298
0.797635937,0.4981,1.1893,0.1543,1.299
0.801280833,0.5145,1.1822,0.1624,1.300
0.802534323,0.5325,1.1771,0.1660,1.303
0.805963646,0.5521,1.1737,0.1673,1.308
0.807210364,0.5711,1.1703,0.1643,1.313
0.810422396,0.5872,1.1703,0.1626,1.319
0.81184625,0.5982,1.1698,0.1592,1.323
0.814335104,0.6063,1.1681,0.1543,1.325
0.816758958,0.6063,1.1647,0.1480,1.321
0.819261302,0.5989,1.1600,0.1428,1.313
0.822232552,0.5826,1.1529,0.1377,1.299
0.825046406,0.5604,1.1429,0.1328,1.280
0.826012604,0.5340,1.1351,0.1255,1.261
0.828479427,0.5062,1.1290,0.1253,1.244
0.830835573,0.4791,1.1283,0.1179,1.231
0.833338437,0.4500,1.1302,0.1130,1.222
0.835704479,0.4241,1.1320,0.1106,1.214
0.838887031,0.3990,1.1349,0.1043,1.207
0.840248073,0.3748,1.1361,0.0964,1.200
0.842734583,0.3482,1.1349,0.0889,1.190
0.84509625,0.3194,1.1349,0.0796,1.182
0.84796901,0.2925,1.1378,0.0708,1.177
0.850023333,0.2657,1.1420,0.0601,1.174
